Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
140,tt5859238,2020-05-02,2020-05-02,,Lucky,https://www.imdb.com/title/tt5859238/,movie,7.4,88,2017,"Comedy, Drama",21418,2017-03-11,John Carroll Lynch,,
141,tt0077889,2020-05-09,2020-05-09,,Magic,https://www.imdb.com/title/tt0077889/,movie,6.8,107,1978,"Drama, Horror",10251,1978-11-08,Richard Attenborough,,
142,tt2397535,2020-05-09,2020-05-09,,Predestination,https://www.imdb.com/title/tt2397535/,movie,7.5,97,2014,"Action, Drama, Sci-Fi, Thriller",265330,2014-03-08,"Michael Spierig, Peter Spierig",,
143,tt8781414,2020-05-09,2020-05-09,,Freaks,https://www.imdb.com/title/tt8781414/,movie,6.7,105,2018,"Drama, Mystery, Sci-Fi, Thriller",30488,2018-09-08,"Zach Lipovsky, Adam B. Stein",,
144,tt0070640,2020-05-11,2020-05-11,,Save the Tiger,https://www.imdb.com/title/tt0070640/,movie,6.9,100,1973,Drama,4868,1973-02-13,John G. Avildsen,,
145,tt0048380,2020-05-11,2020-05-11,,Mister Roberts,https://www.imdb.com/title/tt0048380/,movie,7.7,123,1955,"Comedy, Drama, War",16060,1955-07-10,"John Ford, Joshua Logan, Mervyn LeRoy",,
146,tt0055895,2020-05-11,2020-05-11,,Days of Wine and Roses,https://www.imdb.com/title/tt0055895/,movie,7.9,117,1962,Drama,12145,1962-12-25,Blake Edwards,,
147,tt0023649,2020-05-12,2020-05-12,,Vampyr,https://www.imdb.com/title/tt0023649/,movie,7.5,75,1932,"Fantasy, Horror",16874,1932-05-06,Carl Theodor Dreyer,,
148,tt0048272,2020-05-14,2020-05-14,,Kvinnodröm,https://www.imdb.com/title/tt0048272/,movie,7.1,87,1955,Drama,2872,1955-08-22,Ingmar Bergman,,
149,tt0048641,2020-05-14,2020-05-14,,Sommarnattens leende,https://www.imdb.com/title/tt0048641/,movie,7.8,109,1955,"Comedy, Romance",13066,1955-12-26,Ingmar Bergman,,
150,tt0019585,2020-05-16,2020-05-16,,The Wind,https://www.imdb.com/title/tt0019585/,movie,8.1,95,1928,"Drama, Romance, Thriller, Western",6381,1928-09-15,Victor Sjöström,,
151,tt0012364,2020-05-16,2020-05-16,,Körkarlen,https://www.imdb.com/title/tt0012364/,movie,8.1,107,1921,"Drama, Fantasy, Horror",11534,1921-01-01,Victor Sjöström,,
152,tt0108394,2020-05-16,2020-05-16,,Trois couleurs: Bleu,https://www.imdb.com/title/tt0108394/,movie,7.9,94,1993,"Drama, Music, Mystery, Romance",95877,1993-09-03,Krzysztof Kieslowski,,
153,tt0111495,2020-05-16,2020-05-16,,Trois couleurs: Rouge,https://www.imdb.com/title/tt0111495/,movie,8.1,99,1994,"Drama, Mystery, Romance",97276,1994-05-16,Krzysztof Kieslowski,,
154,tt0111507,2020-05-16,2020-05-16,,Trois couleurs: Blanc,https://www.imdb.com/title/tt0111507/,movie,7.6,92,1994,"Comedy, Drama, Romance",69208,1994-01-26,Krzysztof Kieslowski,,
155,tt0038733,2020-05-17,2020-05-17,,A Matter of Life and Death,https://www.imdb.com/title/tt0038733/,movie,8.1,104,1946,"Comedy, Drama, Fantasy, Romance, War",20857,1946-11-01,"Michael Powell, Emeric Pressburger",,
156,tt0054443,2020-05-19,2020-05-19,,Village of the Damned,https://www.imdb.com/title/tt0054443/,movie,7.3,77,1960,"Horror, Sci-Fi",16112,1960-06-16,Wolf Rilla,,
157,tt0059113,2020-05-20,2020-05-20,,Doctor Zhivago,https://www.imdb.com/title/tt0059113/,movie,8.0,197,1965,"Drama, Romance, War",72554,1965-12-22,David Lean,,
158,tt0056801,2020-05-20,2020-05-20,,8½,https://www.imdb.com/title/tt0056801/,movie,8.0,138,1963,Drama,113149,1963-01-02,Federico Fellini,,
159,tt0071129,2020-05-20,2020-05-20,,Amarcord,https://www.imdb.com/title/tt0071129/,movie,7.9,123,1973,"Comedy, Drama",41578,1973-12-18,Federico Fellini,,
160,tt0050783,2020-05-20,2020-05-20,,Le notti di Cabiria,https://www.imdb.com/title/tt0050783/,movie,8.1,110,1957,Drama,45659,1957-05-11,Federico Fellini,,
161,tt0039417,2020-05-20,2020-05-20,,Germania anno zero,https://www.imdb.com/title/tt0039417/,movie,7.9,78,1948,"Drama, War",11596,1948-07-09,Roberto Rossellini,,
162,tt0038823,2020-05-20,2020-05-20,,Paisà,https://www.imdb.com/title/tt0038823/,movie,7.7,126,1946,"Drama, War",7996,1946-09-18,Roberto Rossellini,,
163,tt0464141,2020-05-20,2020-05-20,,El orfanato,https://www.imdb.com/title/tt0464141/,movie,7.4,105,2007,"Drama, Horror, Mystery, Thriller",150782,2007-05-20,J.A. Bayona,,
164,tt0067919,2020-05-21,2020-05-21,,Utvandrarna,https://www.imdb.com/title/tt0067919/,movie,8.0,191,1971,"Drama, History",6124,1971-03-08,Jan Troell,,
165,tt0074147,2020-05-21,2020-05-21,,Ansikte mot ansikte,https://www.imdb.com/title/tt0074147/,movie,7.6,114,1976,"Drama, Fantasy",5197,1976-04-05,Ingmar Bergman,,
166,tt0053779,2020-05-21,2020-05-21,,La dolce vita,https://www.imdb.com/title/tt0053779/,movie,8.0,174,1960,"Comedy, Drama",69667,1960-02-03,Federico Fellini,,
167,tt0073802,2020-05-21,2020-05-21,,Three Days of the Condor,https://www.imdb.com/title/tt0073802/,movie,7.4,117,1975,"Mystery, Thriller",51777,1975-09-24,Sydney Pollack,,
168,tt0066826,2020-05-21,2020-05-21,,The Touch,https://www.imdb.com/title/tt0066826/,movie,6.4,115,1971,Drama,1732,1971-06-26,Ingmar Bergman,,
169,tt0087884,2020-05-22,2020-05-22,,"Paris, Texas",https://www.imdb.com/title/tt0087884/,movie,8.1,145,1984,Drama,98407,1984-05-19,Wim Wenders,,
170,tt0052017,2020-05-23,2020-05-23,,Nära livet,https://www.imdb.com/title/tt0052017/,movie,7.5,84,1958,Drama,2797,1958-03-31,Ingmar Bergman,,
171,tt0456912,2020-05-23,2020-05-23,,Dalkomhan insaeng,https://www.imdb.com/title/tt0456912/,movie,7.5,119,2005,"Action, Crime, Drama, Thriller",38317,2005-04-01,Jee-woon Kim,,
172,tt0358273,2020-05-25,2020-05-25,,Walk the Line,https://www.imdb.com/title/tt0358273/,movie,7.8,136,2005,"Biography, Drama, Music, Romance",240682,2005-09-04,James Mangold,,
173,tt0113280,2020-05-25,2020-05-25,,Heavy,https://www.imdb.com/title/tt0113280/,movie,6.8,105,1995,"Drama, Romance",4683,1995-01-20,James Mangold,,
174,tt0115751,2020-05-26,2020-05-26,,Breaking the Waves,https://www.imdb.com/title/tt0115751/,movie,7.8,159,1996,Drama,64538,1996-05-13,Lars von Trier,,
175,tt0090907,2020-05-26,2020-05-26,,Dao ma zei,https://www.imdb.com/title/tt0090907/,movie,6.9,88,1986,Drama,1245,1986-12-31,"Zhuangzhuang Tian, Peicheng Pan",,
176,tt0109508,2020-05-26,2020-05-26,,Crumb,https://www.imdb.com/title/tt0109508/,movie,8.0,119,1994,"Documentary, Biography, Comedy, Drama",19408,1994-09-10,Terry Zwigoff,,
177,tt0110932,2020-05-27,2020-05-27,,Quiz Show,https://www.imdb.com/title/tt0110932/,movie,7.5,133,1994,"Biography, Drama, History",66957,1994-09-23,Robert Redford,,
178,tt0102138,2020-05-27,2020-05-27,,JFK,https://www.imdb.com/title/tt0102138/,movie,8.0,189,1991,"Drama, History, Thriller",147942,1991-12-19,Oliver Stone,,
179,tt0073822,2020-05-28,2020-05-28,,Trollflöjten,https://www.imdb.com/title/tt0073822/,tvMovie,7.6,135,1975,"Comedy, Fantasy, Music, Romance",4571,1975-01-01,Ingmar Bergman,,
180,tt0080923,2020-05-28,2020-05-28,,Inferno,https://www.imdb.com/title/tt0080923/,movie,6.6,106,1980,Horror,19891,1980-02-07,Dario Argento,,
181,tt0115964,2020-05-31,2020-05-31,,Crash,https://www.imdb.com/title/tt0115964/,movie,6.4,100,1996,Drama,55988,1996-05-17,David Cronenberg,,
182,tt0278731,2020-05-31,2020-05-31,,Spider,https://www.imdb.com/title/tt0278731/,movie,6.8,98,2002,"Drama, Mystery, Thriller",37866,2002-05-21,David Cronenberg,,
183,tt0107468,2020-05-31,2020-05-31,,M. Butterfly,https://www.imdb.com/title/tt0107468/,movie,6.8,101,1993,"Drama, Romance",9246,1993-09-09,David Cronenberg,,
184,tt0078908,2020-05-31,2020-05-31,,The Brood,https://www.imdb.com/title/tt0078908/,movie,6.8,92,1979,"Horror, Sci-Fi",27713,1979-05-25,David Cronenberg,,
185,tt0076590,2020-05-31,2020-05-31,,Rabid,https://www.imdb.com/title/tt0076590/,movie,6.3,91,1977,"Horror, Sci-Fi",17348,1977-04-08,David Cronenberg,,
186,tt0073705,2020-05-31,2020-05-31,,Shivers,https://www.imdb.com/title/tt0073705/,movie,6.4,87,1975,"Horror, Sci-Fi",19834,1975-09-26,David Cronenberg,,
187,tt0102592,2020-06-02,2020-06-02,,One False Move,https://www.imdb.com/title/tt0102592/,movie,7.1,105,1992,"Crime, Drama, Thriller",10853,1992-01-31,Carl Franklin,,
188,tt0036112,2020-06-03,2020-06-03,,The Life and Death of Colonel Blimp,https://www.imdb.com/title/tt0036112/,movie,8.1,163,1943,"Drama, Romance, War",13980,1943-06-10,"Michael Powell, Emeric Pressburger",,
189,tt0080979,2020-06-04,2020-06-04,,Kagemusha,https://www.imdb.com/title/tt0080979/,movie,8.0,180,1980,"Drama, History, War",34031,1980-04-23,Akira Kurosawa,,
190,tt0083722,2020-06-05,2020-06-05,,Cat People,https://www.imdb.com/title/tt0083722/,movie,6.2,118,1982,"Fantasy, Horror, Thriller",20088,1982-04-02,Paul Schrader,,
191,tt0079271,2020-06-05,2020-06-05,,Hardcore,https://www.imdb.com/title/tt0079271/,movie,7.0,108,1979,"Crime, Drama",9921,1979-02-09,Paul Schrader,,
192,tt0077248,2020-06-06,2020-06-06,,Blue Collar,https://www.imdb.com/title/tt0077248/,movie,7.5,114,1978,"Crime, Drama",7932,1978-02-10,Paul Schrader,,
193,tt0070917,2020-06-06,2020-06-06,,The Wicker Man,https://www.imdb.com/title/tt0070917/,movie,7.5,88,1973,"Horror, Mystery, Thriller",75539,1973-12-06,Robin Hardy,,
194,tt0067756,2020-06-07,2020-06-07,,Silent Running,https://www.imdb.com/title/tt0067756/,movie,6.7,89,1972,"Drama, Sci-Fi",27908,1972-03-10,Douglas Trumbull,,
195,tt1527186,2020-06-07,2020-06-07,,Melancholia,https://www.imdb.com/title/tt1527186/,movie,7.2,135,2011,"Drama, Sci-Fi",173724,2011-05-18,Lars von Trier,,
196,tt0075612,2020-06-11,2020-06-11,,3 Women,https://www.imdb.com/title/tt0075612/,movie,7.8,124,1977,"Drama, Mystery, Thriller",14654,1977-04-10,Robert Altman,,
197,tt0084335,2020-06-11,2020-06-11,,Missing,https://www.imdb.com/title/tt0084335/,movie,7.7,122,1982,"Biography, Drama, History, Mystery, Thriller",20690,1982-02-12,Costa-Gavras,,
198,tt0095346,2020-06-11,2020-06-11,,Í skugga hrafnsins,https://www.imdb.com/title/tt0095346/,movie,6.4,124,1988,Drama,827,1988-10-23,Hrafn Gunnlaugsson,,
199,tt0102081,2020-06-11,2020-06-11,,Hvíti víkingurinn,https://www.imdb.com/title/tt0102081/,movie,6.1,131,1991,"Adventure, Drama",423,1991-11-01,Hrafn Gunnlaugsson,,
200,tt0083267,2020-06-11,2020-06-11,,Útlaginn,https://www.imdb.com/title/tt0083267/,movie,6.4,100,1981,"Biography, Drama",316,1981-10-31,Ágúst Guðmundsson,,
201,tt1531901,2020-06-12,2020-06-12,,Byzantium,https://www.imdb.com/title/tt1531901/,movie,6.5,118,2012,"Drama, Fantasy, Horror, Thriller",42389,2012-09-09,Neil Jordan,,
202,tt2733258,2020-06-12,2020-06-12,,L'étrange couleur des larmes de ton corps,https://www.imdb.com/title/tt2733258/,movie,6.0,102,2013,"Horror, Mystery, Thriller",3887,2013-08-12,"Hélène Cattet, Bruno Forzani",,
203,tt0070909,2020-06-13,2020-06-13,,Westworld,https://www.imdb.com/title/tt0070909/,movie,7.0,88,1973,"Action, Sci-Fi, Thriller, Western",54902,1973-10-24,Michael Crichton,,
204,tt0057565,2020-06-14,2020-06-14,,Tengoku to jigoku,https://www.imdb.com/title/tt0057565/,movie,8.4,143,1963,"Crime, Drama, Mystery, Thriller",39140,1963-03-01,Akira Kurosawa,,
205,tt0054460,2020-06-14,2020-06-14,,Warui yatsu hodo yoku nemuru,https://www.imdb.com/title/tt0054460/,movie,8.0,151,1960,"Crime, Drama, Thriller",11945,1960-09-15,Akira Kurosawa,,
206,tt1560139,2020-06-15,2020-06-15,,Boy,https://www.imdb.com/title/tt1560139/,movie,7.5,87,2010,"Comedy, Drama",24136,2010-01-22,Taika Waititi,,
207,tt8390612,2020-06-15,2020-06-15,,Héraðið,https://www.imdb.com/title/tt8390612/,movie,6.5,92,2019,"Comedy, Drama",1059,2019-08-14,Grímur Hákonarson,,
208,tt0048452,2020-06-16,2020-06-16,,Ordet,https://www.imdb.com/title/tt0048452/,movie,8.3,126,1955,Drama,14929,1955-01-10,Carl Theodor Dreyer,,
209,tt0051418,2020-06-17,2020-06-17,,The Blob,https://www.imdb.com/title/tt0051418/,movie,6.4,86,1958,"Horror, Sci-Fi",24700,1958-09-10,"Irvin S. Yeaworth Jr., Russell S. Doughten Jr.",,
210,tt0019558,2020-06-18,2020-06-18,,The Wedding March,https://www.imdb.com/title/tt0019558/,movie,7.4,113,1928,Drama,1715,1928-10-01,Erich von Stroheim,,
211,tt0084855,2020-06-24,2020-06-24,,The Verdict,https://www.imdb.com/title/tt0084855/,movie,7.7,129,1982,Drama,37842,1982-12-07,Sidney Lumet,,
212,tt0082432,2020-07-17,2020-07-17,,Gallipoli,https://www.imdb.com/title/tt0082432/,movie,7.4,110,1981,"Adventure, Drama, History, War",38300,1981-08-07,Peter Weir,,
213,tt0056058,2020-07-18,2020-07-18,,Seppuku,https://www.imdb.com/title/tt0056058/,movie,8.6,133,1962,"Action, Drama, Mystery",48445,1962-09-16,Masaki Kobayashi,,
214,tt0080756,2020-07-19,2020-07-19,,Foxes,https://www.imdb.com/title/tt0080756/,movie,6.1,106,1980,Drama,4290,1980-02-29,Adrian Lyne,,
215,tt0074806,2020-07-19,2020-07-19,,The Little Girl Who Lives Down the Lane,https://www.imdb.com/title/tt0074806/,movie,7.0,91,1976,"Drama, Horror, Mystery, Thriller",14155,1976-05-31,Nicolas Gessner,,
216,tt0092005,2020-07-20,2020-07-20,,Stand by Me,https://www.imdb.com/title/tt0092005/,movie,8.1,89,1986,"Adventure, Drama",378954,1986-08-06,Rob Reiner,,
217,tt3829920,2020-07-20,2020-07-20,,Only the Brave,https://www.imdb.com/title/tt3829920/,movie,7.6,134,2017,"Action, Biography, Drama",63187,2017-10-18,Joseph Kosinski,,
218,tt0107501,2020-07-20,2020-07-20,,The Man Without a Face,https://www.imdb.com/title/tt0107501/,movie,6.7,115,1993,Drama,28704,1993-08-25,Mel Gibson,,
219,tt0086993,2020-07-20,2020-07-20,,The Bounty,https://www.imdb.com/title/tt0086993/,movie,7.0,132,1984,"Adventure, Drama, History, Romance",25971,1984-05-04,Roger Donaldson,,
220,tt0387131,2020-07-21,2020-07-21,,The Constant Gardener,https://www.imdb.com/title/tt0387131/,movie,7.4,129,2005,"Drama, Mystery, Romance, Thriller",136299,2005-07-31,Fernando Meirelles,,
221,tt0114388,2020-07-22,2020-07-22,,Sense and Sensibility,https://www.imdb.com/title/tt0114388/,movie,7.7,136,1995,"Drama, Romance",108679,1995-12-04,Ang Lee,,
222,tt0097499,2020-07-22,2020-07-22,,Henry V,https://www.imdb.com/title/tt0097499/,movie,7.5,137,1989,"Action, Biography, Drama, History, Romance, War",29100,1989-10-06,Kenneth Branagh,,
223,tt0091474,2020-07-22,2020-07-22,,Manhunter,https://www.imdb.com/title/tt0091474/,movie,7.2,120,1986,"Crime, Horror, Mystery, Thriller",69513,1986-08-15,Michael Mann,,
224,tt0033804,2020-07-23,2020-07-23,,The Lady Eve,https://www.imdb.com/title/tt0033804/,movie,7.8,94,1941,"Comedy, Romance",20444,1941-02-26,Preston Sturges,,
225,tt0082096,2020-07-24,2020-07-24,,Das Boot,https://www.imdb.com/title/tt0082096/,movie,8.3,149,1981,"Adventure, Drama, Thriller, War",239829,1981-09-17,Wolfgang Petersen,,
226,tt0056218,2020-07-24,2020-07-24,,The Manchurian Candidate,https://www.imdb.com/title/tt0056218/,movie,7.9,126,1962,"Drama, Thriller",73359,1962-10-24,John Frankenheimer,,
227,tt0056592,2020-07-25,2020-07-25,,To Kill a Mockingbird,https://www.imdb.com/title/tt0056592/,movie,8.3,129,1962,"Crime, Drama",303429,1962-12-20,Robert Mulligan,,
228,tt0053198,2020-07-25,2020-07-25,,Les quatre cents coups,https://www.imdb.com/title/tt0053198/,movie,8.1,99,1959,"Crime, Drama",110892,1959-05-04,François Truffaut,,
229,tt0097937,2020-07-26,2020-07-26,,My Left Foot: The Story of Christy Brown,https://www.imdb.com/title/tt0097937/,movie,7.9,103,1989,"Biography, Drama",71028,1989-02-24,Jim Sheridan,,
230,tt2080374,2020-07-28,2020-07-28,,Steve Jobs,https://www.imdb.com/title/tt2080374/,movie,7.2,122,2015,"Biography, Drama",161463,2015-09-05,Danny Boyle,,
231,tt0111149,2020-07-28,2020-07-28,,Shallow Grave,https://www.imdb.com/title/tt0111149/,movie,7.3,89,1994,"Crime, Thriller",58932,1994-05-17,Danny Boyle,,
232,tt0443272,2020-07-29,2020-07-29,,Lincoln,https://www.imdb.com/title/tt0443272/,movie,7.3,150,2012,"Biography, Drama, History, War",251542,2012-10-08,Steven Spielberg,,
233,tt0107207,2020-07-29,2020-07-29,,In the Name of the Father,https://www.imdb.com/title/tt0107207/,movie,8.1,133,1993,"Biography, Crime, Drama",165192,1993-12-12,Jim Sheridan,,
234,tt0049730,2020-07-30,2020-07-30,,The Searchers,https://www.imdb.com/title/tt0049730/,movie,7.9,119,1956,"Adventure, Drama, Western",84984,1956-05-16,John Ford,,
235,tt0052080,2020-07-30,2020-07-30,,Popiól i diament,https://www.imdb.com/title/tt0052080/,movie,7.8,103,1958,"Drama, Romance, War",11351,1958-10-03,Andrzej Wajda,,
236,tt0090022,2020-07-31,2020-07-31,,Silverado,https://www.imdb.com/title/tt0090022/,movie,7.2,133,1985,"Action, Crime, Drama, Romance, Western",40891,1985-07-08,Lawrence Kasdan,,
237,tt0103759,2020-07-31,2020-07-31,,Bad Lieutenant,https://www.imdb.com/title/tt0103759/,movie,7.1,96,1992,"Crime, Drama, Thriller",41021,1992-05-14,Abel Ferrara,,
238,tt3966404,2020-08-02,2020-08-02,,Mustang,https://www.imdb.com/title/tt3966404/,movie,7.6,97,2015,Drama,37198,2015-05-19,Deniz Gamze Ergüven,,
239,tt0245429,2020-08-02,2020-08-02,,Sen to Chihiro no kamikakushi,https://www.imdb.com/title/tt0245429/,movie,8.6,125,2001,"Animation, Adventure, Family, Fantasy, Mystery",689848,2001-07-20,Hayao Miyazaki,,
240,tt0096283,2020-08-02,2020-08-02,,Tonari no Totoro,https://www.imdb.com/title/tt0096283/,movie,8.2,86,1988,"Animation, Family, Fantasy",309142,1988-04-16,Hayao Miyazaki,,
241,tt0347149,2020-08-02,2020-08-02,,Hauru no ugoku shiro,https://www.imdb.com/title/tt0347149/,movie,8.2,119,2004,"Animation, Adventure, Family, Fantasy",355409,2004-09-05,Hayao Miyazaki,,
242,tt0119698,2020-08-02,2020-08-02,,Mononoke-hime,https://www.imdb.com/title/tt0119698/,movie,8.4,134,1997,"Animation, Action, Adventure, Fantasy",363059,1997-07-12,Hayao Miyazaki,,
243,tt5311514,2020-08-02,2020-08-02,,Kimi no na wa.,https://www.imdb.com/title/tt5311514/,movie,8.4,106,2016,"Animation, Drama, Fantasy, Romance",222166,2016-07-03,Makoto Shinkai,,
244,tt0086425,2020-08-02,2020-08-02,,Terms of Endearment,https://www.imdb.com/title/tt0086425/,movie,7.4,132,1983,"Comedy, Drama",57552,1983-11-20,James L. Brooks,,
245,tt0013257,2020-08-03,2020-08-03,,Häxan,https://www.imdb.com/title/tt0013257/,movie,7.7,91,1922,"Documentary, Fantasy, History, Horror",13223,1922-09-18,Benjamin Christensen,,
246,tt0047898,2020-08-03,2020-08-03,,Bride of the Monster,https://www.imdb.com/title/tt0047898/,movie,4.2,69,1955,"Horror, Sci-Fi",6963,1955-05-11,Edward D. Wood Jr.,,
247,tt0045826,2020-08-03,2020-08-03,,Glen or Glenda,https://www.imdb.com/title/tt0045826/,movie,4.2,65,1953,Drama,8411,1953-04-30,Edward D. Wood Jr.,,
248,tt0047127,2020-08-03,2020-08-03,,Jail Bait,https://www.imdb.com/title/tt0047127/,movie,3.6,71,1954,"Crime, Drama, Film-Noir, Thriller",2598,1954-05-12,Edward D. Wood Jr.,,
249,tt0156843,2020-08-03,2020-08-03,,Night of the Ghouls,https://www.imdb.com/title/tt0156843/,movie,3.7,69,1959,Horror,2417,1959-12-31,Edward D. Wood Jr.,,
250,tt0082783,2020-08-03,2020-08-03,,My Dinner with Andre,https://www.imdb.com/title/tt0082783/,movie,7.8,110,1981,"Biography, Comedy, Drama",19786,1981-10-08,Louis Malle,,
251,tt0096438,2020-08-03,2020-08-03,,Who Framed Roger Rabbit,https://www.imdb.com/title/tt0096438/,movie,7.7,104,1988,"Animation, Adventure, Comedy, Crime, Family, Fantasy, Mystery",190121,1988-06-21,Robert Zemeckis,,
252,tt0093952,2020-08-04,2020-08-04,,Shame,https://www.imdb.com/title/tt0093952/,movie,7.0,94,1988,Drama,527,1988-02-26,Steve Jodrell,,
253,tt0067140,2020-08-04,2020-08-04,,Giù la testa,https://www.imdb.com/title/tt0067140/,movie,7.6,157,1971,"Drama, War, Western",32998,1971-10-29,Sergio Leone,,
254,tt0079641,2020-08-04,2020-08-04,,Nosferatu: Phantom der Nacht,https://www.imdb.com/title/tt0079641/,movie,7.5,107,1979,"Drama, Horror",34133,1979-01-17,Werner Herzog,,
255,tt0022913,2020-08-04,2020-08-04,,Freaks,https://www.imdb.com/title/tt0022913/,movie,7.9,64,1932,"Drama, Horror",43806,1932-02-12,Tod Browning,,
256,tt0056443,2020-08-04,2020-08-04,,Tsubaki Sanjûrô,https://www.imdb.com/title/tt0056443/,movie,8.1,96,1962,"Action, Comedy, Crime, Drama, Thriller",36451,1962-01-01,Akira Kurosawa,,
257,tt0058888,2020-08-04,2020-08-04,,Akahige,https://www.imdb.com/title/tt0058888/,movie,8.4,185,1965,Drama,17994,1965-04-03,Akira Kurosawa,,
258,tt0093605,2020-08-05,2020-08-05,,Near Dark,https://www.imdb.com/title/tt0093605/,movie,7.0,94,1987,"Action, Crime, Drama, Horror, Romance, Thriller",35980,1987-09-12,Kathryn Bigelow,,
259,tt0105275,2020-08-06,2020-08-06,,Romper Stomper,https://www.imdb.com/title/tt0105275/,movie,6.8,94,1992,"Crime, Drama",38421,1992-09-16,Geoffrey Wright,,
260,tt0046438,2020-08-06,2020-08-06,,Tôkyô monogatari,https://www.imdb.com/title/tt0046438/,movie,8.2,136,1953,Drama,57171,1953-11-03,Yasujirô Ozu,,
261,tt0335245,2020-08-06,2020-08-06,,The Ladykillers,https://www.imdb.com/title/tt0335245/,movie,6.2,104,2004,"Comedy, Crime, Thriller",101959,2004-03-26,"Joel Coen, Ethan Coen",,
262,tt0138524,2020-08-06,2020-08-06,,Intolerable Cruelty,https://www.imdb.com/title/tt0138524/,movie,6.2,100,2003,"Comedy, Crime, Romance",94284,2003-09-02,"Joel Coen, Ethan Coen",,
263,tt1791528,2020-08-07,2020-08-07,,Inherent Vice,https://www.imdb.com/title/tt1791528/,movie,6.7,148,2014,"Comedy, Crime, Drama, Mystery, Romance",98606,2014-10-04,Paul Thomas Anderson,,
264,tt0080855,2020-08-08,2020-08-08,,Heaven's Gate,https://www.imdb.com/title/tt0080855/,movie,6.8,219,1980,"Adventure, Drama, Western",14471,1980-11-18,Michael Cimino,,
265,tt0103939,2020-08-10,2020-08-10,,Chaplin,https://www.imdb.com/title/tt0103939/,movie,7.5,143,1992,"Biography, Comedy, Drama",55631,1992-12-16,Richard Attenborough,,
266,tt0166485,2020-08-13,2020-08-13,,Anna and the King,https://www.imdb.com/title/tt0166485/,movie,6.7,148,1999,"Drama, History, Romance",36596,1999-12-06,Andy Tennant,,
267,tt0057427,2020-08-13,2020-08-13,,Le procès,https://www.imdb.com/title/tt0057427/,movie,7.8,119,1962,"Drama, Mystery, Thriller",20455,1962-12-22,Orson Welles,,
268,tt0101640,2020-08-13,2020-08-13,,Dà hóng denglong gaogao guà,https://www.imdb.com/title/tt0101640/,movie,8.1,125,1991,"Drama, History, Romance",31071,1991-09-10,Yimou Zhang,,
269,tt0035015,2020-08-14,2020-08-14,,The Magnificent Ambersons,https://www.imdb.com/title/tt0035015/,movie,7.7,88,1942,"Drama, Romance",23665,1942-07-09,"Robert Wise, Orson Welles, Fred Fleck",,
270,tt6952960,2020-08-14,2020-08-14,,The Kindergarten Teacher,https://www.imdb.com/title/tt6952960/,movie,6.7,96,2018,"Drama, Thriller",14180,2018-01-19,Sara Colangelo,,
271,tt1194173,2020-08-14,2020-08-14,,The Bourne Legacy,https://www.imdb.com/title/tt1194173/,movie,6.6,135,2012,"Action, Adventure, Thriller",291594,2012-07-30,Tony Gilroy,,
272,tt4196776,2020-08-14,2020-08-14,,Jason Bourne,https://www.imdb.com/title/tt4196776/,movie,6.6,123,2016,"Action, Thriller",215296,2016-07-03,Paul Greengrass,,
273,tt0195685,2020-08-15,2020-08-15,,Erin Brockovich,https://www.imdb.com/title/tt0195685/,movie,7.4,131,2000,"Biography, Drama",184885,2000-03-14,Steven Soderbergh,,
274,tt0047296,2020-08-15,2020-08-15,,On the Waterfront,https://www.imdb.com/title/tt0047296/,movie,8.1,108,1954,"Crime, Drama, Thriller",147926,1954-06-22,Elia Kazan,,
275,tt0048028,2020-08-17,2020-08-17,,East of Eden,https://www.imdb.com/title/tt0048028/,movie,7.9,118,1955,Drama,43472,1955-03-09,Elia Kazan,,
276,tt0049261,2020-08-17,2020-08-17,,Giant,https://www.imdb.com/title/tt0049261/,movie,7.6,201,1956,"Drama, Western",36960,1956-10-10,George Stevens,,
277,tt0048545,2020-08-17,2020-08-17,,Rebel Without a Cause,https://www.imdb.com/title/tt0048545/,movie,7.7,111,1955,Drama,86655,1955-10-26,Nicholas Ray,,
278,tt0027996,2020-08-17,2020-08-17,,Mr. Deeds Goes to Town,https://www.imdb.com/title/tt0027996/,movie,7.9,115,1936,"Comedy, Drama, Romance",20598,1936-04-08,Frank Capra,,
279,tt0039739,2020-08-17,2020-08-17,,Quai des Orfèvres,https://www.imdb.com/title/tt0039739/,movie,7.8,106,1947,"Crime, Drama",5386,1947-09-08,Henri-Georges Clouzot,,
280,tt0075005,2020-08-19,2020-08-19,,The Omen,https://www.imdb.com/title/tt0075005/,movie,7.5,111,1976,Horror,111701,1976-06-25,Richard Donner,,
281,tt0063522,2020-08-19,2020-08-19,,Rosemary's Baby,https://www.imdb.com/title/tt0063522/,movie,8.0,137,1968,"Drama, Horror",202975,1968-06-12,Roman Polanski,,
282,tt0052561,2020-08-19,2020-08-19,,Anatomy of a Murder,https://www.imdb.com/title/tt0052561/,movie,8.0,161,1959,"Crime, Drama, Mystery, Thriller",62851,1959-06-29,Otto Preminger,,
283,tt4975722,2020-08-20,2020-08-20,,Moonlight,https://www.imdb.com/title/tt4975722/,movie,7.4,111,2016,Drama,287629,2016-09-02,Barry Jenkins,,
